 名称,许可证号,许可证有效期,地址,经营项目,经营方式,食品类型,主题类型 ,lat,lng,town
 佛山市南海区西樵依翔彬杂货店,SP4406821350082494,12/12/2016,佛山市南海区西樵镇西樵村路边陈村民小组解放路侧边路边陈综合楼1号,预包装食品、乳制品,零售, , ,22.952291,112.98401,西樵镇,解放路
 佛山市南海区苑福茶叶行,SP4406821350082689,12/16/2016,佛山市南海区大沥镇盐步穗盐路北3号的迎海国际茶都有限公司自编B6-6号商铺,预包装食品、散装食品,批发兼零售, , ,23.097454,113.202949,大沥镇,穗盐东路
 佛山市南海区大沥亨利春茶叶行,SP4406821350081131,12/02/2016,佛山市南海区大沥镇盐步穗盐路北3号迎海国际茶都有限公司自编B6-2一楼商铺,预包装食品、散装食品,批发兼零售, , ,23.097454,113.202949,大沥镇,穗盐东路
 佛山市南海区智文熟食店,SP4406821350082777,12/17/2016,佛山市南海区官窑大榄新街10号,散装食品,零售, , ,23.22772,113.080551,狮山镇,永安大道
 佛山市南海区健欣综合购销部,SP4406821050177483,12/10/2016,佛山市南海区平洲新市场5路1号,预包装食品兼散装食品,批发兼零售, , ,23.188599,113.131384,里水镇,西线东路
 佛山市南海区零妹妹零食店,SP4406821350082945,12/17/2016,佛山市南海区桂城桂澜路A10街区城市广场C座A区一层AE101B号商铺,预包装食品、乳制品,零售, , ,23.036293,113.159061,桂城街道,华翠南路
 佛山市南海区西岸润好杂货店,SP4406821050179436,12/12/2016,佛山市南海区西樵西岸东西大道十字路口,预包装食品,零售, , ,23.125493,113.080599,大沥镇,东西大道
 佛山市南海区华誉屋面包店,SP4406821050176835,12/10/2016,佛山市南海区桂城南五路0176商住楼02号A1铺,预包装食品、散装食品、乳制品,零售, , ,23.051673,113.136953,桂城街道,南五路
 佛山市南海区桂城添彩花社,SP4406821350082937,12/17/2016,佛山市南海区桂城街道南桂东路62号一幢5号铺,预包装食品,零售, , ,23.03514,113.143557,桂城街道,南桂东路
 佛山市南海区丹灶圩品雅茶庄,SP4406821050177717,12/22/2016,佛山市南海区丹灶民丰路北6号之二,预包装食品,零售, , ,23.040399,112.913005,丹灶镇,民丰路
 佛山市南海区九江韦韦日用品店,SP4406821350082656,12/16/2016,佛山市南海区九江镇下北李涌建中北路58号首层,预包装食品、乳制品,零售, , ,23.126412,113.17934,大沥镇,中北路
 佛山市南海区松岗山南利民商店,SP4406821350082736,12/17/2016,佛山市南海区松岗山南街首村7巷,预包装食品、散装食品、乳制品,零售, , ,23.074541,113.029545,狮山镇,佳琪路
 佛山市佛心医药连锁有限公司小塘分店,SP4406821010176287,12/11/2016,佛山市南海区小塘思贤路本楼102号铺,预包装食品,零售, , ,23.0959,112.973716,狮山镇,思贤路
 佛山市南海区西樵尚好水购销部,SP4406821350082371,12/11/2016,佛山市南海区西樵镇文明桥边吉水村店铺,预包装食品,批发兼零售, , ,22.950942,112.968518,西樵镇,樵乐路
 佛山市南海松岗品韬百货商店,SP4406821050177580,12/11/2016,佛山市南海区松岗山南岐阳村17巷116号铺位,预包装食品、乳制品,零售, , ,23.147192,113.096797,狮山镇,松岗大道
 佛山市南海区岐黄药房,SP4406821350083171,12/22/2016,佛山市南海区狮山俊景花园B区丽景阁162号商铺,预包装食品、乳制品,零售, , ,23.115114,113.093287,大沥镇,博爱东路
 佛山市南海区华康意综合店,SP4406821050177977,12/10/2016,佛山市南海区黄岐六联北村大道北南社地铺,预包装食品,批发兼零售, , ,23.119485,113.190219,大沥镇,鄱阳路
 佛山市南海区宝玉酒店,SP4406821310082906,12/17/2016,佛山市南海区桂城平洲平东大益东路综合楼,预包装食品,零售, , ,22.997871,113.230508,桂城街道,林岳大道
 佛山市南海区裕马茶荘,SP4406821350082648,12/16/2016,佛山市南海区九江镇沙头桂香路6号雅景华轩3栋109号商铺,预包装食品、散装食品,零售, , ,22.914284,113.026027,九江镇,桂香路
 佛山市全家福医药有限公司联和分店,SP4406821310082176,12/11/2016,佛山市南海区狮山镇罗村机场路嘉禾新城芳菲苑7座4-5号铺,预包装食品、乳制品,零售, , ,23.069787,113.079265,狮山镇,联和路
 佛山市南海区官窑维满日杂店,SP4406821150179829,12/10/2016,佛山市南海区狮山镇官窑厚西村南街43号铺位,预包装食品,零售, , ,23.22772,113.080551,狮山镇,永安大道
 佛山市南海区西樵粤都杂货店,SP4406821350082234,12/10/2016,佛山市南海区西樵镇樵金南路215号（场外东北角）停车位,预包装食品、乳制品,零售, , ,22.954585,112.977386,西樵镇,S113(樵金中路)
 佛山市金弘源贸易有限公司,SP4406821310242369,12/12/2016,佛山市南海区桂城街道桂平中路65号鸿晖都市产业新城1幢510A房,预包装食品,批发兼零售, , ,23.0356,113.169005,桂城街道,佛山一环辅路
 佛山市南海区桂城欣鹏食品商行,SP4406821350082890,12/17/2016,佛山市南海区桂城街林岳社区街头街头坊35号首层之一,预包装食品,零售, , ,23.001545,113.239035,桂城街道,
 佛山市南海区桂城桂谷香粮油综合店,SP4406821350082912,12/17/2016,佛山市南海区桂城街叠北社区潭头93号首层之一,预包装食品,批发兼零售, , ,23.061881,113.128688,桂城街道,南一路
 佛山市南海区桂城有记食品商行,SP4406821350082881,12/17/2016,佛山市南海区桂城南海大道北92-22号铺,预包装食品,批发兼零售, , ,23.02893,113.137892,桂城街道,南海大道
 佛山市南海区西樵西堤商店,SP4406821250030232,09/04/2015,佛山市南海区西樵镇北江大堤路2号凰樵圣堡55座10号商铺,预包装食品、乳制品,零售, , ,22.962014,112.988115,西樵镇,富华九街
 佛山市南海区罗村乐安旅店,SP4406821010176789,12/11/2016,佛山市南海区罗村乐安开发区中一路10号,预包装食品,零售, , ,22.942167,113.018295,南庄镇,罗村街
 佛山市南海区西樵笑哈哈杂货店,SP4406821350082242,12/10/2016,佛山市南海区西樵镇西樵村民委员会东吴村民小组樵高公路北侧,预包装食品、乳制品,零售, , ,22.919965,112.930603,西樵镇,S113(樵高公路)
 佛山市南海区桂城惠港日杂店,SP4406821350082291,12/10/2016,佛山市南海区桂城南海大道兴业新村兴隆苑D18座14号铺之二,预包装食品,零售, , ,23.065455,113.133515,桂城街道,海七路
 佛山市南海区德桂百货商店,SP4406821350082443,12/11/2016,佛山市南海区狮山镇官窑永安大道东51号首层之二,预包装食品、散装食品、乳制品,零售, , ,23.229748,113.083161,狮山镇,永安大道
 佛山市南海为康商贸有限公司,SP4406821010177912,12/08/2016,佛山市南海区桂城北约岗街景四号楼（东方银座）二层213室之一,预包装食品,批发兼零售, , ,23.042374,113.144131,桂城街道,佛平二路
 广州仁和堂药业连锁有限公司好心人药店,SP4406821310082545,12/12/2016,佛山市南海区狮山镇小塘三环东路9号上林苑2栋18号商铺首层P13号,预包装食品、散装食品、乳制品,零售, , ,23.091213,112.98175,狮山镇,四环路
 佛山市南海区西樵丹缇轩饮品店,SP4406821350082568,12/15/2016,佛山市南海区西樵镇江浦东路13号金典广场一层W7,预包装食品、散装食品、乳制品,零售, , ,22.943393,112.981261,西樵镇,江浦东路
 佛山市南海区和顺廖彬商店,SP4406821050178476,12/20/2016,佛山市南海区里水镇和顺白岗村棠白路北侧14号,预包装食品,零售, , ,23.23634,113.14537,里水镇,棠白路
 佛山市南海区九江浩信商店,SP4406821350083147,12/19/2016,佛山市南海区九江镇洛口大道开发区26号福益楼首层之二,预包装食品、散装食品、乳制品,零售, , ,22.992198,113.128698,石湾镇街道,湾华大道
 佛山市南海区聪联百货店,SP4406821350082435,12/11/2016,佛山市南海区狮山镇官窑沙头村文冲村村前大巷7号首层,预包装食品、乳制品,零售, , ,23.121563,113.104792,大沥镇,风雅村街
 佛山市南海区趣奇游艺服务有限公司,SP4406821310242352,12/12/2016,佛山市南海区九江镇沙头青平路新永安商场二楼,预包装食品,零售, , ,22.914232,113.022034,九江镇,青平路
 佛山市南海松岗益钊杂货店,SP4406821350082363,12/11/2016,佛山市南海区狮山镇松岗山南松风综合市场A23号铺,预包装食品、乳制品,零售, , ,23.124953,113.002144,狮山镇,博爱路
 佛山市佛心医药连锁有限公司白岗分店,SP4406821010178552,12/20/2016,佛山市南海区里水镇白岗南棠白路边第8至9号,预包装食品、乳制品,零售, , ,23.142312,113.153145,里水镇,大步工业路
 佛山市南海区西樵兴旺百货店,SP4406821350082283,12/10/2016,佛山市南海区西樵镇太平村里巷铁屎朗1号、2号、3号,预包装食品、乳制品,零售, , ,22.932598,112.997663,西樵镇,
 佛山市椰天下饮品有限公司,SP4406821010149372,06/16/2016,佛山市南海区平洲中区新填地村,预包装食品,批发, , ,23.035463,113.191537,桂城街道,大德路
 佛山市南海区燕记日杂店,SP4406821350083294,06/30/2014,佛山市南海区大沥镇黄岐岐东村岐发肉菜市场B11、B12,预包装食品、散装食品,零售, , ,23.118367,113.191251,大沥镇,岐阳二路
 佛山市南海盐步雨记副食店,SP4406821050179063,12/09/2016,佛山市南海区大沥镇盐步盈丰市场四周76号铺位,预包装食品兼散装食品,零售, , ,23.112067,113.104895,大沥镇,新城大道辅路
 佛山市南海区罗村务庄美味轩包店,SP4406821350083198,12/22/2016,佛山市南海区狮山镇罗村务庄综合楼首层特4号,预包装食品、散装食品,零售, , ,23.039067,112.99944,狮山镇,小塘工业大道
 佛山市承佐贸易有限公司,SP4406821310082344,12/11/2016,佛山市南海区狮山镇松岗文明西路42号首层之二,预包装食品,批发兼零售, , ,23.154989,113.087594,狮山镇,松岗文明西路
 佛山市南海区颐发食品经营部,SP4406821350082275,12/10/2016,佛山市南海区桂城叠北澳边大门神3号A号铺,预包装食品,零售, , ,23.061836,113.118417,桂城街道,文华北路
 佛山市南海区城琦百货店,SP4406821350083163,12/22/2016,佛山市南海区狮山镇行贤红星新村四巷1号,预包装食品,零售, , ,23.043991,113.056412,张槎街道,东便大街
 佛山市南海区庭萍商店,SP4406821350082728,12/17/2016,佛山市南海区松岗万石“大坑布”松夏新邨首层B15号,预包装食品、乳制品,零售, , ,23.162283,112.893964,西南街道,月桂一路
 佛山市南海区友记商店,SP4406821350082419,12/11/2016,佛山市南海区狮山镇罗村罗湖府前路罗村花苑B区6号楼首层15号铺位,预包装食品,批发兼零售, , ,23.059126,113.050471,狮山镇,罗湖中路
 佛山市南海区盐步华圣兴隆综合店,SP4406821250001817,03/11/2015,佛山市南海区大沥镇盐步华圣荣阳大街81号,预包装食品、乳制品,零售, , ,23.084081,113.120017,大沥镇,荣阳大街
 佛山市南海区大沥兴予福食品商行,SP4406821350082120,12/09/2016,佛山市南海区大沥镇沥东芦村14号仓库之5号铺,预包装食品,批发, , ,23.107649,113.124499,大沥镇,S15(沈海高速广州支线)
 佛山市南海区西樵多客隆商店,SP4406821350082015,12/09/2016,佛山市南海区西樵镇联新北朗村6-7号铺,预包装食品、乳制品,零售, , ,22.932598,112.997663,西樵镇,
 佛山市南海区狮山顺福大药房,SP4406821350082769,12/17/2016,佛山市南海区狮山南海湖景湾花园07栋底层116、117、118号商铺,预包装食品、散装食品、乳制品,零售, , ,23.121009,112.996194,狮山镇,银湖西路
 佛山市南海区稻道粮油经营部,SP4406821350082058,06/30/2014,佛山市南海区大沥镇盐步金珠三角粮油物流中心内C栋首层49、50、51号,预包装食品,批发兼零售, , ,23.100834,113.181212,大沥镇,穗盐东路
 佛山市南海区旺嘉旺百货店,SP4406821350082451,12/11/2016,佛山市南海区狮山镇罗村街边电管站侧之一,预包装食品,零售, , ,23.057917,113.067036,狮山镇,南便村西街
 佛山市南海区桂城佛隆食品商行,SP4406821350082259,12/10/2016,佛山市南海区桂城街道天佑六路11号首层商铺A5,预包装食品、乳制品,批发兼零售, , ,23.029884,113.142577,桂城街道,天佑六路
 佛山挚诚贸易有限公司,SP4406821310082060,12/09/2016,佛山市南海区大沥镇盐步东秀南边村穗盐路11号综合楼101室,预包装食品,批发兼零售, , ,23.094314,113.209198,大沥镇,穗盐路
 佛山市南海区于志全烧腊档,SP4406821350082849,12/17/2016,佛山市南海区狮山镇罗村下柏志业市场烧腊档3号,散装食品,零售, , ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区西樵美星百货店,SP4406821350082007,12/09/2016,佛山市南海区西樵朝山工业区,预包装食品、乳制品,零售, , ,22.874333,112.962972,西樵镇,龙高路辅路
 佛山南海区嘉杰贸易有限公司,SP4406821110212157,07/21/2014,佛山市南海区狮山镇小塘新城区金菊楼首层A16铺,预包装食品,批发, , ,23.058276,113.043171,狮山镇,外滩南路
 佛山市南海中天药业连锁有限公司赣泰药房,SP4406821310082754,12/17/2016,佛山市南海区小塘新境市场侧02号,预包装食品、散装食品、乳制品,零售, , ,23.07668,112.976528,狮山镇,X515(小塘工业大道)
 佛山市南海珧记食品店,SP4406821050179055,12/09/2016,佛山市南海区大沥镇盐步盈丰市场粉面档4号,散装食品,零售, , ,23.112067,113.104895,大沥镇,新城大道辅路
 佛山市南海中天药业连锁有限公司君康药房,SP4406821310082746,12/17/2016,佛山市南海区小塘镇五星综合市场侧02号,预包装食品、散装食品、乳制品,零售, , ,23.041193,112.987294,狮山镇,X515(小塘工业大道)
 佛山市南海区狮山康岭大药房,SP4406821350082533,12/12/2016,佛山市南海区狮山狮城路狮山广场B座外铺21、22号,预包装食品、散装食品、乳制品,零售, , ,23.126844,113.004924,狮山镇,狮城路辅路
 佛山市南海区里水龚厚宏面店,SP4406821050178940,12/23/2016,佛山市南海区里水镇大朗市场C22号,散装食品,零售, , ,23.212412,113.13586,里水镇,西街
 佛山市南海区狮山张正香小卖部,SP4406821150181422,01/19/2017,佛山市南海区狮山塘头村嘉兴学校内,预包装食品,零售, , ,23.101306,113.004338,狮山镇,狮山大道
 佛山市南海区桂城海一路香江一本面包西饼店,SP4406821350082322,12/10/2016,佛山市南海区桂城街道海一路29号之一,预包装食品、散装食品、乳制品,零售, , ,23.04539,113.136179,桂城街道,海一路
 佛山市南海区官窑彬彬生面店,SP4406821250041574,12/24/2015,佛山市南海区狮山镇官窑大榄圩铺位27号,散装食品,零售, , ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海至润文化发展有限公司,SP4406821310082230,12/10/2016,佛山市南海区桂城桂澜北路6号南海39°空间艺术创意社区1号楼201-202单元,预包装食品,批发, , ,23.053583,113.152004,桂城街道,农科所路
 佛山市南海大秧歌酒行,SP4406821350081772,12/05/2016,佛山市南海区松岗鸿图西路7号首层之一,预包装食品、散装食品、乳制品,批发兼零售, , ,23.146106,113.096401,狮山镇,松晖路
